,楼盘名,链接,地址,楼盘状态,楼盘类型,均价,居室类型,面积
885,龙仕银座国际,http://gl.loupan.com/loupan/7075410.html,[临桂区],现房售完,住宅,价格待定, 二居  ，  三居 , 面积：87.41-131.93平米 
886,七星新城,http://gl.loupan.com/loupan/6183530.html,[七星区],售完,住宅,价格待定,null,null
887,兴汇城,http://gl.loupan.com/loupan/6183536.html,[],售完,住宅,价格待定,null,null
888,嘉华府邸,http://gl.loupan.com/loupan/6183542.html,[],售完,住宅,价格待定,null,null
889,浩天岭都,http://gl.loupan.com/loupan/6183523.html,[],售完,住宅,价格待定, 二居  ，  三居 ,null
890,时代名城,http://gl.loupan.com/loupan/6183508.html,[],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
891,梧桐墅,http://gl.loupan.com/loupan/6183462.html,[],售完,住宅,价格待定, 二居 ,null
892,兴进·上誉,http://gl.loupan.com/loupan/7031427.html,[七星区],售完,住宅,价格待定,null,null
893,桂林东盟城市广场,http://gl.loupan.com/loupan/6183550.html,[],售完,住宅,价格待定,null,null
894,人民大厦,http://gl.loupan.com/loupan/6183548.html,[],售完,住宅,价格待定,null,null
895,长岛16区,http://gl.loupan.com/loupan/6183482.html,[],售完,住宅,价格待定, 二居  ，  三居  ，  五居 ,null
896,广昊古圩新城,http://gl.loupan.com/loupan/6183521.html,[],售完,住宅,价格待定,null,null
897,鸿通世纪华庭,http://gl.loupan.com/loupan/6183529.html,[],售完,住宅,价格待定,null,null
898,七彩锦绣前城,http://gl.loupan.com/loupan/6183519.html,[八里街区],售完,住宅,价格待定, 三居 ,null
899,水榭花都,http://gl.loupan.com/loupan/6183524.html,[八里街区],售完,住宅,价格待定, 一居 ,null
900,锦豪·迪亚小城,http://gl.loupan.com/loupan/7075483.html,[七星区],现房在售,住宅,6600,null,null
901,鹏程金色城市,http://gl.loupan.com/loupan/7075456.html,[八里街区],现房在售,住宅,4988, 一居  ，  二居  ，  三居 , 面积：73.44-129.94平米 
902,信昌棠棣之华,http://gl.loupan.com/loupan/7031349.html,[七星区],在售,住宅,9500, 一居  ，  二居  ，  三居 , 面积：34.32-142.05平米 
903,双悦SOHO,http://gl.loupan.com/loupan/7075472.html,[八里街区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：85-131.8平米 
904,三元极第,http://gl.loupan.com/loupan/6183470.html,[八里街区],在售,住宅,4500, 一居  ，  二居  ，  三居 , 面积：115-127.27平米 
905,雅云尚城,http://gl.loupan.com/loupan/7030701.html,[八里街区],现房在售,住宅,5000, 三居  ，  四居 , 面积：84.85-124.60平米 
906,瑞锦欣城,http://gl.loupan.com/loupan/7030735.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：87-157平米 
907,瑞锦国际商贸城·浙商大酒店,http://gl.loupan.com/loupan/7078639.html,[大桂林],在售,住宅,7000, 一居  ，  二居 , 面积：42-89平米 
908,桂林恒大广场,http://gl.loupan.com/loupan/7075409.html,[叠彩区],现房在售,住宅,7100, 三居  ，  四居 , 面积：186.29-276.63平米 
909,天骄·紫东新城,http://gl.loupan.com/loupan/7080082.html,[大桂林],在售,住宅,4800, 二居  ，  三居  ，  四居 , 面积：89.07-143.07平米 
910,三祺·澜湖国际,http://gl.loupan.com/loupan/7075424.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：92.83-185.79平米 
911,耀辉·美好家园,http://gl.loupan.com/loupan/6183428.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：60.55-263.84平米 
912,安厦·麒麟湾畔,http://gl.loupan.com/loupan/7077329.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：83.06-367.76平米 
913,花样年·麓湖国际社区,http://gl.loupan.com/loupan/6183443.html,[临桂区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：79.96-135平米 
914,慧佳城,http://gl.loupan.com/loupan/7075442.html,[临桂区],现房在售,住宅,6200, 三居  ，  四居 , 面积：91.37-136.9平米 
915,彰泰金桥水岸,http://gl.loupan.com/loupan/7075401.html,[临桂区],现房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：72-120平米 
916,汇金万象新城,http://gl.loupan.com/loupan/7077130.html,[八里街区],在售,住宅,7500, 一居  ，  二居  ，  三居 , 面积：76.9-240平米 
917,安厦漓江大美,http://gl.loupan.com/loupan/7031463.html,[象山区],在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：70.79-153.10平米 
918,兴进·漓江郡府,http://gl.loupan.com/loupan/7031310.html,[七星区],在售,住宅,12500, 二居  ，  三居  ，  四居 , 面积：83-257平米 
919,HAO悦国际,http://gl.loupan.com/loupan/7079596.html,[象山区],在售,住宅,8500,null, 面积：64.01-64.01平米 
920,新裕公馆,http://gl.loupan.com/loupan/7075492.html,[七星区],现房在售,住宅,7300, 二居  ，  三居 , 面积：83.52-129平米 
921,彰泰橘子郡,http://gl.loupan.com/loupan/7075398.html,[叠彩区],现房在售,住宅,5388, 三居  ，  四居 , 面积：89-126平米 
922,龙光·普罗旺斯,http://gl.loupan.com/loupan/7076734.html,[象山区],在售,住宅,6500, 三居  ，  四居  ，  五居 , 面积：88.82-223.63平米 
923,大龙湾,http://gl.loupan.com/loupan/7075464.html,[秀峰区],现房在售,住宅,11000, 三居  ，  四居 , 面积：98-140平米 
924,汇荣·桂林桂林,http://gl.loupan.com/loupan/7076509.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：76.96-133平米 
925,飞虎林居,http://gl.loupan.com/loupan/7032849.html,[大桂林],现房在售,住宅,5100, 一居  ，  二居  ，  三居 , 面积：43-138.9平米 
926,飞虎林居·主题式酒店公寓,http://gl.loupan.com/loupan/6183429.html,[临桂区],现房在售,住宅,6100,null, 面积：51-51平米 
927,桂林碧桂园,http://gl.loupan.com/loupan/7075458.html,[临桂区],现房在售,住宅,7300, 二居  ，  三居  ，  四居 , 面积：72-818平米 
928,桂林国奥城,http://gl.loupan.com/loupan/7031337.html,[叠彩区],在售,住宅,9200, 三居  ，  四居 , 面积：89-215平米 
929,万鑫商贸广场· 曼哈顿酒店,http://gl.loupan.com/loupan/7079991.html,[叠彩区],在售,住宅,9500,null,null
930, 融创桂林文旅城,http://gl.loupan.com/loupan/7031322.html,[七星区],现房在售,住宅,8600, 二居  ，  三居  ，  四居 , 面积：75-138平米 
931,彰泰峰誉,http://gl.loupan.com/loupan/7031338.html,[八里街区],现房在售,住宅,5200, 一居  ，  二居  ，  三居 , 面积：39-137平米 
932,信和信大中华养生谷,http://gl.loupan.com/loupan/7075482.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：88.5-179.06平米 
933,彰泰桃源居,http://gl.loupan.com/loupan/7075427.html,[秀峰区],现房在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：75-141平米 
934,星河园,http://gl.loupan.com/loupan/7075465.html,[灵川县],在售,住宅,4500, 四居 , 面积：124.56-136.86平米 
935,精通·伊顿国际,http://gl.loupan.com/loupan/6183539.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：85.75-143.39平米 
936,金源新城福邸嘉园,http://gl.loupan.com/loupan/6183504.html,[临桂区],在售,住宅,6400, 三居  ，  四居 , 面积：128-159平米 
937,兴进漓江壹号,http://gl.loupan.com/loupan/7083218.html,[七星区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：87.51-259.33平米 
938,安厦西宸源著,http://gl.loupan.com/loupan/7083317.html,[临桂区],待售,住宅,价格待定,null,null
939,筑成时代春晓,http://gl.loupan.com/loupan/7081698.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：20.07-153.25平米 
940,阳光书院,http://gl.loupan.com/loupan/7084019.html,[临桂区],期房在售,住宅,价格待定, 二居  ，  三居  ，  四居 , 面积：45-129.21平米 
941,桂林大龙府,http://gl.loupan.com/loupan/7083343.html,[灵川县],期房待售,住宅,价格待定,null,null
942,绿涛甘棠府,http://gl.loupan.com/loupan/7084871.html,[灵川县],在售,住宅,价格待定,null,null
943,安厦世纪城,http://gl.loupan.com/loupan/7076979.html,[象山区],期房在售,住宅,价格待定,null,null
944,碧园香槟小镇,http://gl.loupan.com/loupan/7075428.html,[临桂区],现房待售,住宅,价格待定,null, 面积：75-121平米 
945,荣和桃花源著,http://gl.loupan.com/loupan/7081711.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：95-140平米 
946,顺祥漓江源居,http://gl.loupan.com/loupan/7083925.html,[八里街区],期房待售,住宅,价格待定,null,null
947,彰泰·中央城,http://gl.loupan.com/loupan/7081959.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：102-142平米 
948,广汇汇悦城,http://gl.loupan.com/loupan/7082677.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：86-118平米 
949,桂林国韵村,http://gl.loupan.com/loupan/7081781.html,[临桂区],期房在售,住宅,价格待定, 三居  ，  四居 , 面积：93-138平米 
950,中森橄榄树庄园,http://gl.loupan.com/loupan/7083345.html,[临桂区],待售,住宅,价格待定, 一居  ，  二居  ，  三居 , 面积：53.8-131平米 
951,盛丰国际,http://gl.loupan.com/loupan/7075471.html,[七星区],期房在售,住宅,价格待定, 一居 , 面积：41.43-55.97平米 
952,阳光家园,http://gl.loupan.com/loupan/7084631.html,[秀峰区],期房待售,住宅,价格待定, 二居  ，  三居 , 面积：76.3-116.28平米 
953,兴安碧桂园,http://gl.loupan.com/loupan/7081501.html,[大桂林],期房在售,住宅,价格待定,null,null
954,平乐碧桂园,http://gl.loupan.com/loupan/7083186.html,[大桂林],期房在售,住宅,价格待定,null,null
955,雍禾新城国际,http://gl.loupan.com/loupan/7083415.html,[临桂区],待售,住宅,价格待定, 二居  ，  三居 , 面积：84.66-120.34平米 
956,溪岸枫景,http://gl.loupan.com/loupan/7082587.html,[临桂区],在售,住宅,39, 二居  ，  三居  ，  四居 , 面积：75-143平米 
957,桂林公馆原乡墅,http://gl.loupan.com/loupan/6183505.html,[叠彩区],在售,住宅,320,null,null
958,水印长廊,http://gl.loupan.com/loupan/6183537.html,[],在售,住宅,1300,null,null
959,华申昭州鑫城,http://gl.loupan.com/loupan/7075407.html,[大桂林],现房在售,住宅,3000, 二居  ，  三居  ，  四居 , 面积：87.85-160.63平米 
960,和谐康城,http://gl.loupan.com/loupan/6183515.html,[灵川县],在售,住宅,3100, 二居  ，  三居 ,null
961,福祥西岸福邸,http://gl.loupan.com/loupan/7075497.html,[大桂林],现房在售,住宅,3100, 三居  ，  四居 , 面积：104.04-142.69平米 
962,翠苑新城,http://gl.loupan.com/loupan/7083217.html,[临桂区],在售,住宅,3200, 二居  ，  三居 , 面积：83.46-126.12平米 
963,万福安居小区,http://gl.loupan.com/loupan/7083224.html,[象山区],期房在售,住宅,3200, 一居  ，  二居  ，  三居 , 面积：47.89-83.16平米 
964,体育星城三期,http://gl.loupan.com/loupan/7075480.html,[大桂林],现房在售,住宅,3200, 三居  ，  四居 , 面积：119.36-142.57平米 
965,华盛滨江一品,http://gl.loupan.com/loupan/7075496.html,[大桂林],现房在售,住宅,3300, 三居 , 面积：117.56-119019平米 
966,古镇庭苑,http://gl.loupan.com/loupan/6183438.html,[灵川县],在售,住宅,3300, 二居  ，  三居 ,null
967,展卓新视界,http://gl.loupan.com/loupan/7075433.html,[大桂林],现房在售,住宅,3400, 二居  ，  三居 , 面积：92-157平米 
968,彰泰北城1号,http://gl.loupan.com/loupan/7075430.html,[灵川县],现房在售,住宅,3500, 二居  ，  三居 , 面积：79-117平米 
969,东方沃顿,http://gl.loupan.com/loupan/7083440.html,[临桂区],在售,住宅,3500, 三居 , 面积：123-124平米 
970,幸福尚城,http://gl.loupan.com/loupan/7082007.html,[灵川县],在售,住宅,3500, 二居  ，  三居  ，  四居 , 面积：89-129.82平米 
971,景业商业广场,http://gl.loupan.com/loupan/7075552.html,[大桂林],现房在售,住宅,3500, 三居 , 面积：130.46-130.46平米 
972,财茂印象恭城,http://gl.loupan.com/loupan/7075419.html,[大桂林],现房在售,住宅,3500, 二居  ，  三居 , 面积：86.95-125.96平米 
973,东苑国际,http://gl.loupan.com/loupan/7075463.html,[七星区],现房在售,住宅,3580, 二居  ，  三居 , 面积：83-122平米 
974,金达雅苑,http://gl.loupan.com/loupan/7093643.html,[八里街区],在售,住宅,3584, 四居 , 面积：104.79-134.04平米 
975,冠信幸福美地,http://gl.loupan.com/loupan/7075417.html,[临桂区],现房在售,住宅,3600, 二居  ，  三居 , 面积：87-123.02平米 
976,恒盛商业广场,http://gl.loupan.com/loupan/7075476.html,[大桂林],现房在售,住宅,3600, 一居  ，  三居 , 面积：34.38-125.14平米 
977,合辉聚景家苑,http://gl.loupan.com/loupan/7075436.html,[大桂林],现房在售,住宅,3600, 二居  ，  三居 , 面积：112.91113.07-119.29126.67平米 
978,日月湖国际生态城,http://gl.loupan.com/loupan/6183496.html,[大桂林],在售,住宅,3650,null,null
979,莱茵河畔,http://gl.loupan.com/loupan/7077109.html,[大桂林],现房在售,住宅,3700, 三居 , 面积：128.6-128.6平米 
980,凌云雅筑,http://gl.loupan.com/loupan/7082035.html,[灵川县],在售,住宅,3700, 三居  ，  四居 , 面积：106.06-141.94平米 
981,七星方元盛景,http://gl.loupan.com/loupan/7083296.html,[临桂区],在售,住宅,3700, 一居  ，  三居  ，  四居 , 面积：48.29-137.91平米 
982,资江明珠,http://gl.loupan.com/loupan/7075443.html,[大桂林],现房在售,住宅,4000, 一居  ，  二居  ，  三居 , 面积：45-129.88平米 
983,盛祥现代城,http://gl.loupan.com/loupan/6183511.html,[],在售,住宅,3700,null,null
984,利森红郡,http://gl.loupan.com/loupan/7031475.html,[雁山区],期房在售,住宅,3790, 二居  ，  三居  ，  四居 , 面积：88.24-145.51平米 
985,桂林留园,http://gl.loupan.com/loupan/6183510.html,[大桂林],在售,住宅,3800,null,null
986,凤凰鑫城,http://gl.loupan.com/loupan/7076763.html,[大桂林],现房在售,住宅,3800,null,null
987,梧桐大厦,http://gl.loupan.com/loupan/6183538.html,[八里街区],在售,住宅,3800, 二居  ，  三居 ,null
988,力天·万和佳苑,http://gl.loupan.com/loupan/7075473.html,[八里街区],现房在售,住宅,3850, 二居  ，  三居 , 面积：86.82-120.82平米 
989,金水华府,http://gl.loupan.com/loupan/7083375.html,[临桂区],待售,住宅,3850, 二居  ，  三居 , 面积：91.53-117.96平米 
990,中豪国际,http://gl.loupan.com/loupan/7075444.html,[八里街区],现房在售,住宅,4200, 二居  ，  三居 , 面积：52-137.58平米 
991,福达万鹂江山,http://gl.loupan.com/loupan/7075459.html,[大桂林],现房在售,住宅,4300, 三居  ，  四居 , 面积：96.35-121.68平米 
992,万景时代广场,http://gl.loupan.com/loupan/7075462.html,[大桂林],现房在售,住宅,4300,null,null
993,华宁·桂林新都,http://gl.loupan.com/loupan/7075489.html,[临桂区],现房在售,住宅,4300, 二居  ，  三居 , 面积：83-119.64平米 
994,一江名城,http://gl.loupan.com/loupan/6183501.html,[],待售,住宅,4400,null,null
995,香林郡,http://gl.loupan.com/loupan/7031198.html,[八里街区],在售,住宅,4500, 三居  ，  四居  ，  五居 , 面积：84-137.19平米 
996,吉安龙城,http://gl.loupan.com/loupan/7032844.html,[临桂区],现房在售,住宅,4500, 二居  ，  三居  ，  四居 , 面积：89-154平米 
997,湘江壹號,http://gl.loupan.com/loupan/7082565.html,[],现房在售,住宅,4500,null,null
998,漓江蓝湾,http://gl.loupan.com/loupan/6183467.html,[八里街区],在售,住宅,4600, 二居  ，  三居 , 面积：69.23-140.27平米 
999,梧桐墅五期十里花海,http://gl.loupan.com/loupan/7083255.html,[灵川县],期房在售,住宅,4600, 二居  ，  三居  ，  四居 , 面积：90-144平米 
1000,袭汇金色维也纳,http://gl.loupan.com/loupan/7032845.html,[灵川县],现房在售,住宅,4600, 二居  ，  三居 , 面积：88.00-130平米 
1001,源泉尚璟,http://gl.loupan.com/loupan/7078551.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：47.64-120.68平米 
1002,汇通·尚居,http://gl.loupan.com/loupan/7075461.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：41.63-126.84平米 
1003,金星阳光格林,http://gl.loupan.com/loupan/7075437.html,[灵川县],现房在售,住宅,4800, 三居 , 面积：132.37-139.99平米 
1004,中旗第5大道,http://gl.loupan.com/loupan/7083454.html,[八里街区],在售,住宅,4900, 一居  ，  二居  ，  三居 , 面积：59-129平米 
1005,宜和云天,http://gl.loupan.com/loupan/6183471.html,[临桂区],在售,住宅,4978, 一居  ，  二居  ，  三居 , 面积：51.84-118.09平米 
1006,泽森山水绿城,http://gl.loupan.com/loupan/7083511.html,[临桂区],期房在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：89-133平米 
1007,水岸新城,http://gl.loupan.com/loupan/6183518.html,[八里街区],在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：80.96-182.72平米 
1008,雁山新城,http://gl.loupan.com/loupan/7031476.html,[雁山区],在售,住宅,5000, 一居 , 面积：42-65平米 
1009,城南丽景阳光里,http://gl.loupan.com/loupan/7075445.html,[象山区],现房在售,住宅,5000, 三居 , 面积：95.33-96.9平米 
1010,桂林电子商城,http://gl.loupan.com/loupan/6183547.html,[临桂区],在售,住宅,5000,null,null
1011,合凯山水国际,http://gl.loupan.com/loupan/7075485.html,[临桂区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：91.45-136.92平米 
1012,和欣西堤春天,http://gl.loupan.com/loupan/7081527.html,[临桂区],期房在售,住宅,5300, 二居  ，  三居 , 面积：49.16-110.33平米 
1013,众阳华城,http://gl.loupan.com/loupan/7075400.html,[临桂区],现房在售,住宅,5400, 三居  ，  四居 , 面积：91-132平米 
1014,山水凤凰城,http://gl.loupan.com/loupan/6183440.html,[临桂区],在售,住宅,5500, 二居  ，  三居  ，  四居 , 面积：72.63-128.93平米 
1015,福达万鹂华庭,http://gl.loupan.com/loupan/7081709.html,[临桂区],期房在售,住宅,5500,null,null
1016,兴荣郡,http://gl.loupan.com/loupan/7031206.html,[临桂区],在售,住宅,5500, 三居  ，  四居 , 面积：73.00-108.00平米 
1017,华鼎·雍王府,http://gl.loupan.com/loupan/7032847.html,[临桂区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：55.56-127.57平米 
1018,中旗•第五大道,http://gl.loupan.com/loupan/7075441.html,[八里街区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：43.32-129平米 
1019,永福碧桂园,http://gl.loupan.com/loupan/7076761.html,[大桂林],期房在售,住宅,5500, 四居  ，  五居 , 面积：127-215平米 
1020,碧桂园山河郡,http://gl.loupan.com/loupan/7075474.html,[大桂林],现房在售,住宅,5500,null,null
1021,彰泰滟澜山,http://gl.loupan.com/loupan/7075429.html,[临桂区],现房在售,住宅,5600, 三居  ，  四居  ，  五居 , 面积：88.54-120.53平米 
1022,灵川碧桂园,http://gl.loupan.com/loupan/7079769.html,[灵川县],期房在售,住宅,5688, 三居  ，  四居  ，  五居 , 面积：118-215平米 
1023,彰泰欢乐颂,http://gl.loupan.com/loupan/7075479.html,[临桂区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：72-138平米 
1024,顺祥天骄,http://gl.loupan.com/loupan/7075467.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：66.64-128.56平米 
1025,顺祥城,http://gl.loupan.com/loupan/7075495.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：70.24-123.65平米 
1026,和公馆,http://gl.loupan.com/loupan/7074323.html,[临桂区],现房在售,住宅,5700, 三居  ，  四居  ，  五居 , 面积：107.74-176.4平米 
1027,花语倾城,http://gl.loupan.com/loupan/7031391.html,[临桂区],现房在售,住宅,5800, 三居  ，  四居 , 面积：85.9-126.87平米 
1028,彰泰红,http://gl.loupan.com/loupan/7079082.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：97.5-144平米 
1029,滨江云尚,http://gl.loupan.com/loupan/7081236.html,[临桂区],期房在售,住宅,5800, 一居  ，  三居 , 面积：61-122平米 
1030,桂林彰泰郡,http://gl.loupan.com/loupan/7080292.html,[临桂区],期房在售,住宅,5800, 三居  ，  四居  ，  五居 , 面积：91-140平米 
1031,时代枫林,http://gl.loupan.com/loupan/7082043.html,[临桂区],期房在售,住宅,5800, 二居  ，  三居 , 面积：79-126平米 
1032,滨江明珠,http://gl.loupan.com/loupan/7077628.html,[临桂区],现房在售,住宅,5900, 二居  ，  三居  ，  四居 , 面积：94.87-137.10平米 
1033,地王国际,http://gl.loupan.com/loupan/7075491.html,[临桂区],现房在售,住宅,5999, 三居 , 面积：132.06-132.06平米 
1034,润鸿水尚,http://gl.loupan.com/loupan/6183433.html,[象山区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：88-226.85平米 
1035,碧园·印象桂林,http://gl.loupan.com/loupan/6183456.html,[临桂区],在售,住宅,6000,null,null
1036,联发·悦溪府,http://gl.loupan.com/loupan/7080871.html,[临桂区],期房在售,住宅,6000, 三居  ，  四居  ，  五居 , 面积：89-140平米 
1037,慧泽华府,http://gl.loupan.com/loupan/6183474.html,[大桂林],在售,住宅,6000,null,null
1038,兴盛·天鹅堡,http://gl.loupan.com/loupan/7075411.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：65.88-181.62平米 
1039,永桂明珠,http://gl.loupan.com/loupan/7075412.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：92-140平米 
1040,秀兰郡府,http://gl.loupan.com/loupan/7081441.html,[临桂区],期房在售,住宅,6200, 二居  ，  三居 , 面积：66-120平米 
1041,桂林吾悦华府,http://gl.loupan.com/loupan/7083467.html,[临桂区],期房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：98-142平米 
1042,竣为景观360,http://gl.loupan.com/loupan/7076504.html,[七星区],在售,住宅,6300, 三居 , 面积：134.93-134.93平米 
1043,顺祥别院,http://gl.loupan.com/loupan/7081981.html,[大桂林],期房在售,住宅,6400, 二居  ，  三居  ，  四居 , 面积：74-120平米 
1044,碧桂园剑桥郡,http://gl.loupan.com/loupan/7083219.html,[临桂区],在售,住宅,6488,null,null
1045,飞扬国际,http://gl.loupan.com/loupan/6183494.html,[临桂区],在售,住宅,6500,null,null
1046,万象·芭堤雅,http://gl.loupan.com/loupan/6183483.html,[临桂区],在售,住宅,6588,null,null
1047,雙悦山,http://gl.loupan.com/loupan/7081255.html,[大桂林],在售,住宅,6600, 三居 , 面积：34.55-49.93平米 
1048,桂林奥林匹克花园,http://gl.loupan.com/loupan/6183451.html,[临桂区],在售,住宅,6800, 二居  ，  三居 , 面积：85.36-135.18平米 
1049,城中雅居,http://gl.loupan.com/loupan/7093641.html,[秀峰区],在售,住宅,7000, 三居  ，  四居 , 面积：71.02-104.13平米 
1050,桂林吾悦广场,http://gl.loupan.com/loupan/7080731.html,[临桂区],期房在售,住宅,7200,null,null
1051,坤龙漓江湾,http://gl.loupan.com/loupan/7075448.html,[象山区],现房在售,住宅,7400, 三居 , 面积：130.47-139.03平米 
1052,华鼎幸福里,http://gl.loupan.com/loupan/6183477.html,[叠彩区],现房在售,住宅,7400, 一居  ，  二居  ，  三居 , 面积：20-127平米 
1053,桂林恒大城,http://gl.loupan.com/loupan/7075478.html,[临桂区],现房在售,住宅,7500, 二居  ，  三居  ，  四居 , 面积：81-136.68平米 
1054,桂林国际智慧商城,http://gl.loupan.com/loupan/7075451.html,[临桂区],现房在售,住宅,7500, 二居  ，  三居 , 面积：66.8-106.58平米 
1055,耀和荣裕,http://gl.loupan.com/loupan/6183481.html,[秀峰区],期房在售,住宅,7600,null,null
1056,宁铁和平佳园,http://gl.loupan.com/loupan/7084481.html,[叠彩区],现房在售,住宅,7800,null,null
1057,中糖·大城小院,http://gl.loupan.com/loupan/7075447.html,[临桂区],现房在售,住宅,8000, 二居  ，  三居  ，  四居 , 面积：43.9-77.38平米 
1058, 桂林华润中心,http://gl.loupan.com/loupan/7031345.html,[秀峰区],期房在售,住宅,8800, 一居  ，  二居  ，  三居 , 面积：34-166平米 
1059,兴进·御园,http://gl.loupan.com/loupan/7083735.html,[七星区],期房在售,住宅,8900, 三居  ，  四居 , 面积：89-135平米 
1060,翡翠潮庭·亚朵产权酒店,http://gl.loupan.com/loupan/7077884.html,[七星区],现房在售,住宅,9000, 一居 , 面积：56-90平米 
1061,象山博望园,http://gl.loupan.com/loupan/7031405.html,[象山区],现房在售,住宅,9000, 一居  ，  二居  ，  三居 , 面积：36.5-119平米 
1062,理想岭域,http://gl.loupan.com/loupan/7075421.html,[秀峰区],现房在售,住宅,9000,null,null
1063,兴宸山水中央,http://gl.loupan.com/loupan/7075426.html,[象山区],现房在售,住宅,9200, 二居  ，  三居 , 面积：92-125平米 
1064,百年荟城市广场,http://gl.loupan.com/loupan/7075406.html,[象山区],现房在售,住宅,9200, 一居  ，  二居  ，  三居 , 面积：38-141平米 
1065,恒大江湾,http://gl.loupan.com/loupan/7031390.html,[叠彩区],期房在售,住宅,9500, 二居  ，  三居  ，  四居 , 面积：74.6-141.73平米 
1066,兴达·江山领秀,http://gl.loupan.com/loupan/6183531.html,[七星区],在售,住宅,9500, 三居  ，  四居 , 面积：152-224平米 
1067,朝阳1号,http://gl.loupan.com/loupan/7075466.html,[七星区],现房在售,住宅,9888, 一居  ，  二居  ，  三居 , 面积：5052.3-75.682.3平米 
1068,桂林国学府,http://gl.loupan.com/loupan/7081713.html,[七星区],期房在售,住宅,12000, 三居  ，  四居 , 面积：98-137平米 
1069,漓江盘龙湾,http://gl.loupan.com/loupan/7084536.html,[大桂林],待售,住宅,12000,null,null
1070,荣和林溪府,http://gl.loupan.com/loupan/7075402.html,[秀峰区],现房在售,住宅,12500, 三居  ，  四居  ，  五居 , 面积：88-235.5平米 
1071,碧桂园·漓江公馆,http://gl.loupan.com/loupan/7081185.html,[大桂林],期房在售,住宅,12500, 三居  ，  四居  ， , 面积：145-268平米 
1072,阳光100原味漓江,http://gl.loupan.com/loupan/7075418.html,[大桂林],现房在售,住宅,15000, 一居  ，  三居  ，  四居 , 面积：54-185.04平米 
1073,天基天著,http://gl.loupan.com/loupan/7075470.html,[秀峰区],现房在售,住宅,17000, 一居  ，  二居  ，  三居 , 面积：16-4551平米 
1074,安厦漓江院子,http://gl.loupan.com/loupan/7075403.html,[象山区],现房在售,住宅,19000, 二居  ，  三居  ，  四居 , 面积：81.23-241.3平米 
1075,中房阳光,http://gl.loupan.com/loupan/7031361.html,[叠彩区],期房在售,住宅,4988,null,null
1076,凯立达·山水郡,http://gl.loupan.com/loupan/7078232.html,[临桂区],期房在售,住宅,4800, 一居  ，  二居 , 面积：62.57-98.47平米 
1077,东兴花园,http://gl.loupan.com/loupan/7092712.html,[],待售,住宅,3300, 三居  ，  四居 , 面积：118-146.41平米 
1078,中远豪庭,http://gl.loupan.com/loupan/7030755.html,[临桂区],售完,住宅,4500, 三居 , 面积：107-107平米 
1079,广汇·御观山,http://gl.loupan.com/loupan/7076703.html,[临桂区],售完,住宅,5300, 二居  ，  三居 , 面积：88-126平米 
1080,彰泰清华园,http://gl.loupan.com/loupan/7076929.html,[秀峰区],售完,住宅,7600, 二居  ，  三居  ，  四居 , 面积：81-302平米 
1081,远辰国际文化新城,http://gl.loupan.com/loupan/6183484.html,[],售完,住宅,价格待定,null,null
1082,红街商业广场,http://gl.loupan.com/loupan/6183551.html,[象山区],售完,住宅,价格待定,null,null
